Date/Time,Temp,Dew Point Temp,Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
2012-03-24 21:00:00,6.6,-8.1,34,9,25.0,101.28,Cloudy
2012-03-24 22:00:00,6.6,-7.8,35,11,25.0,101.22,Cloudy
2012-03-24 23:00:00,6.5,-7.2,37,7,25.0,101.15,Rain Showers
2012-03-25 00:00:00,5.8,-5.7,43,20,25.0,101.05,Rain
2012-03-25 01:00:00,5.9,-6.2,41,13,25.0,101.03,Cloudy
2012-03-25 02:00:00,5.9,-5.0,45,9,25.0,100.91,Rain Showers
2012-03-25 03:00:00,5.8,-4.2,49,7,25.0,100.84,Cloudy
2012-03-25 04:00:00,5.3,-4.3,50,19,25.0,100.79,Cloudy
2012-03-25 05:00:00,4.5,-2.9,59,11,25.0,100.73,Cloudy
2012-03-25 06:00:00,3.8,-0.9,71,15,24.1,100.76,Rain Showers
2012-03-25 07:00:00,2.5,0.9,89,17,24.1,100.76,Rain
2012-03-25 08:00:00,3.0,1.5,90,6,24.1,100.74,Rain
2012-03-25 09:00:00,3.1,2.0,92,0,6.4,100.71,"Rain,Fog"
2012-03-25 10:00:00,3.9,2.7,92,0,12.9,100.66,Cloudy
2012-03-25 11:00:00,5.2,3.6,89,6,16.1,100.58,Cloudy
2012-03-25 12:00:00,5.9,3.7,86,6,24.1,100.54,Cloudy
2012-03-25 13:00:00,6.6,4.0,83,6,24.1,100.47,Cloudy
2012-03-25 14:00:00,7.5,4.1,79,11,24.1,100.39,Cloudy
2012-03-25 15:00:00,7.6,4.6,81,9,24.1,100.29,Mostly Cloudy
2012-03-25 16:00:00,8.4,4.8,78,9,24.1,100.27,Cloudy
2012-03-25 17:00:00,9.2,5.3,77,7,24.1,100.26,Cloudy
2012-03-25 18:00:00,8.9,5.7,80,7,24.1,100.28,Mostly Cloudy
2012-03-25 19:00:00,8.7,5.2,79,4,25.0,100.25,Mainly Clear
2012-03-25 20:00:00,7.3,4.9,85,7,25.0,100.22,Mostly Cloudy
2012-03-25 21:00:00,8.2,5.7,84,13,25.0,100.21,Mainly Clear
2012-03-25 22:00:00,7.5,5.5,87,11,25.0,100.17,Mainly Clear
2012-03-25 23:00:00,6.4,4.8,89,11,25.0,100.12,Mostly Cloudy
2012-03-26 00:00:00,7.3,3.7,78,24,25.0,100.19,Rain Showers
2012-03-26 01:00:00,4.6,-1.9,63,33,25.0,100.29,Rain Showers
2012-03-26 02:00:00,2.6,-3.7,63,26,25.0,100.4,Cloudy
2012-03-26 03:00:00,0.8,-8.9,48,26,25.0,100.6,Mostly Cloudy
2012-03-26 04:00:00,-1.1,-10.4,49,22,25.0,100.74,Clear
2012-03-26 05:00:00,-1.9,-10.9,50,20,25.0,100.86,Clear
2012-03-26 06:00:00,-3.8,-13.4,47,32,24.1,101.03,Clear
2012-03-26 07:00:00,-3.8,-13.6,46,26,48.3,101.19,Mainly Clear
2012-03-26 08:00:00,-4.0,-12.6,51,26,48.3,101.27,Mostly Cloudy
2012-03-26 09:00:00,-3.0,-13.1,46,22,48.3,101.33,Mainly Clear
2012-03-26 10:00:00,-2.1,-13.0,43,26,48.3,101.32,Mainly Clear
2012-03-26 11:00:00,-0.6,-11.4,44,28,48.3,101.3,Mainly Clear
2012-03-26 12:00:00,0.2,-11.4,41,30,48.3,101.28,Mainly Clear
2012-03-26 13:00:00,0.6,-12.6,36,28,48.3,101.26,Mainly Clear
2012-03-26 14:00:00,1.3,-13.3,33,28,48.3,101.24,Mainly Clear
2012-03-26 15:00:00,1.4,-14.8,29,30,48.3,101.26,Mainly Clear
2012-03-26 16:00:00,1.3,-15.7,27,30,48.3,101.29,Clear
2012-03-26 17:00:00,1.2,-16.3,26,32,48.3,101.34,Clear
2012-03-26 18:00:00,0.1,-17.3,26,24,48.3,101.43,Clear
2012-03-26 19:00:00,-0.7,-18.0,26,28,25.0,101.56,Clear
2012-03-26 20:00:00,-1.4,-18.7,25,28,25.0,101.68,Clear
2012-03-26 21:00:00,-2.3,-18.4,28,24,25.0,101.79,Clear
2012-03-26 22:00:00,-2.9,-17.8,31,28,25.0,101.84,Clear
2012-03-26 23:00:00,-3.6,-17.4,33,26,25.0,101.9,Clear
2012-03-27 00:00:00,-4.3,-17.6,35,22,25.0,101.94,Clear
2012-03-27 01:00:00,-5.0,-17.7,36,19,25.0,101.96,Clear
2012-03-27 02:00:00,-5.4,-16.8,40,17,25.0,102.02,Clear
2012-03-27 03:00:00,-6.0,-17.0,41,17,25.0,102.06,Clear
2012-03-27 04:00:00,-6.5,-17.3,42,13,25.0,102.14,Clear
2012-03-27 05:00:00,-7.4,-16.4,49,11,25.0,102.24,Clear
2012-03-27 06:00:00,-7.5,-16.4,49,9,48.3,102.31,Clear
2012-03-27 07:00:00,-6.1,-17.7,39,9,48.3,102.39,Clear
2012-03-27 08:00:00,-5.1,-18.7,34,13,48.3,102.41,Clear
2012-03-27 09:00:00,-4.3,-20.3,27,9,48.3,102.44,Clear
2012-03-27 10:00:00,-2.5,-21.7,21,0,48.3,102.48,Clear
2012-03-27 11:00:00,-1.6,-20.6,22,6,48.3,102.43,Clear
2012-03-27 12:00:00,0.2,-16.7,27,9,48.3,102.31,Clear
2012-03-27 13:00:00,1.0,-16.1,27,6,48.3,102.2,Mainly Clear
2012-03-27 14:00:00,1.7,-18.4,21,13,48.3,102.06,Mainly Clear
2012-03-27 15:00:00,2.1,-16.5,24,15,48.3,101.98,Mainly Clear
2012-03-27 16:00:00,2.7,-13.0,30,17,48.3,101.93,Mostly Cloudy
2012-03-27 17:00:00,2.7,-12.3,32,19,48.3,101.88,Mostly Cloudy
2012-03-27 18:00:00,2.6,-11.9,33,15,48.3,101.79,Mostly Cloudy
2012-03-27 19:00:00,2.8,-11.7,33,11,25.0,101.74,Mostly Cloudy
2012-03-27 20:00:00,2.6,-11.4,35,13,25.0,101.68,Cloudy
2012-03-27 21:00:00,2.1,-10.7,38,9,25.0,101.67,Cloudy
2012-03-27 22:00:00,1.0,-10.1,43,20,25.0,101.47,Cloudy
2012-03-27 23:00:00,1.0,-10.8,41,13,25.0,101.44,Cloudy
2012-03-28 00:00:00,1.0,-10.8,41,6,16.1,101.58,Snow
2012-03-28 01:00:00,-1.1,-4.5,78,11,16.1,101.39,Snow
2012-03-28 02:00:00,-1.0,-4.8,75,13,9.7,101.28,Snow
2012-03-28 03:00:00,-1.6,-4.1,83,20,25.0,101.08,Snow
2012-03-28 04:00:00,-1.5,-3.8,84,20,25.0,100.88,Snow
2012-03-28 05:00:00,-1.0,-3.9,81,19,25.0,100.68,Cloudy
2012-03-28 06:00:00,-0.3,-3.5,79,20,24.1,100.51,Snow
2012-03-28 07:00:00,0.5,-2.7,79,22,24.1,100.4,Snow
2012-03-28 08:00:00,0.8,-2.9,76,19,8.0,100.25,"Snow,Ice Pellets"
2012-03-28 09:00:00,2.1,-3.3,67,15,48.3,100.08,Cloudy
2012-03-28 10:00:00,2.3,-3.3,66,11,48.3,99.94,Cloudy
2012-03-28 11:00:00,2.8,-2.1,70,13,48.3,99.74,Cloudy
2012-03-28 12:00:00,3.8,-3.2,60,7,48.3,99.64,Cloudy
2012-03-28 13:00:00,4.3,-2.9,59,9,48.3,99.51,Cloudy
2012-03-28 14:00:00,4.4,-1.2,67,13,24.1,99.45,Rain
2012-03-28 15:00:00,2.5,0.6,87,19,19.3,99.42,Rain
2012-03-28 16:00:00,2.2,0.7,90,20,12.9,99.48,Rain
2012-03-28 17:00:00,1.5,0.2,91,19,16.1,99.53,Drizzle
2012-03-28 18:00:00,1.3,-0.2,90,13,16.1,99.63,Drizzle
2012-03-28 19:00:00,1.3,-0.2,90,11,12.9,99.74,Cloudy
2012-03-28 20:00:00,1.2,-0.3,90,13,9.7,99.86,Fog
2012-03-28 21:00:00,1.0,-0.5,90,15,9.7,99.92,Fog
2012-03-28 22:00:00,1.0,-0.7,88,13,9.7,99.95,Fog
2012-03-28 23:00:00,0.8,-1.0,88,17,11.3,99.99,Cloudy
2012-03-29 00:00:00,0.6,-1.2,88,15,12.9,100.05,Cloudy
2012-03-29 01:00:00,0.5,-1.5,86,11,12.9,100.12,Cloudy
2012-03-29 02:00:00,0.4,-1.8,85,17,25.0,100.15,Cloudy
2012-03-29 03:00:00,0.5,-1.9,84,11,25.0,100.19,Cloudy
2012-03-29 04:00:00,0.6,-2.1,82,11,25.0,100.27,Cloudy
2012-03-29 05:00:00,0.6,-2.1,82,9,25.0,100.35,Snow
2012-03-29 06:00:00,0.7,-1.9,83,6,24.1,100.44,Snow
2012-03-29 07:00:00,0.8,-1.6,84,7,24.1,100.52,Snow
2012-03-29 08:00:00,1.5,-1.1,83,6,16.1,100.59,Snow
2012-03-29 09:00:00,2.5,-1.2,77,9,24.1,100.64,Snow
2012-03-29 10:00:00,3.2,-2.4,67,13,24.1,100.7,Cloudy
2012-03-29 11:00:00,3.6,-2.2,66,9,24.1,100.71,Cloudy
2012-03-29 12:00:00,3.9,-2.2,64,6,24.1,100.71,Cloudy
2012-03-29 13:00:00,4.2,-2.5,62,13,24.1,100.72,Cloudy
2012-03-29 14:00:00,4.0,-2.8,61,15,24.1,100.76,Cloudy
2012-03-29 15:00:00,4.1,-3.5,58,19,24.1,100.81,Cloudy
2012-03-29 16:00:00,3.9,-2.8,62,13,24.1,100.87,Cloudy
2012-03-29 17:00:00,3.5,-4.1,57,24,24.1,100.92,Cloudy
2012-03-29 18:00:00,3.4,-5.6,52,20,24.1,100.97,Mostly Cloudy
2012-03-29 19:00:00,2.9,-5.6,54,19,25.0,101.01,Cloudy
2012-03-29 20:00:00,2.2,-4.7,60,19,25.0,101.07,Cloudy
2012-03-29 21:00:00,1.9,-6.3,55,24,25.0,101.11,Mostly Cloudy
2012-03-29 22:00:00,1.4,-7.4,52,17,25.0,101.14,Mostly Cloudy
2012-03-29 23:00:00,0.8,-8.2,51,24,25.0,101.17,Mostly Cloudy
2012-03-30 00:00:00,0.1,-9.1,50,19,25.0,101.18,Mostly Cloudy
2012-03-30 01:00:00,-1.0,-9.8,51,20,25.0,101.21,Mainly Clear
2012-03-30 02:00:00,-2.2,-9.7,56,15,25.0,101.22,Clear
2012-03-30 03:00:00,-3.5,-11.4,54,19,25.0,101.25,Mainly Clear
2012-03-30 04:00:00,-4.3,-10.8,60,4,25.0,101.33,Mainly Clear
2012-03-30 05:00:00,-5.1,-10.4,66,11,24.1,101.32,Clear
2012-03-30 06:00:00,-4.8,-10.8,63,13,48.3,101.39,Clear
2012-03-30 07:00:00,-4.3,-10.9,60,15,48.3,101.52,Clear
2012-03-30 08:00:00,-3.0,-10.4,57,11,48.3,101.56,Clear
2012-03-30 09:00:00,-2.0,-10.1,54,13,48.3,101.63,Clear
2012-03-30 10:00:00,-0.8,-9.5,52,9,48.3,101.62,Clear
2012-03-30 11:00:00,0.9,-9.6,45,4,48.3,101.57,Mostly Cloudy
2012-03-30 12:00:00,1.6,-8.0,49,17,48.3,101.52,Mainly Clear
2012-03-30 13:00:00,3.1,-9.1,40,6,48.3,101.38,Mainly Clear
2012-03-30 14:00:00,4.4,-8.8,38,17,48.3,101.3,Mainly Clear
2012-03-30 15:00:00,4.8,-8.9,36,17,48.3,101.26,Mostly Cloudy
2012-03-30 16:00:00,4.8,-9.3,35,15,48.3,101.26,Mostly Cloudy
2012-03-30 17:00:00,4.4,-8.6,38,15,48.3,101.24,Mostly Cloudy
2012-03-30 18:00:00,3.9,-7.9,42,11,24.1,101.26,Mostly Cloudy
2012-03-30 19:00:00,3.1,-6.7,49,7,25.0,101.29,Mostly Cloudy
2012-03-30 20:00:00,3.0,-8.4,43,7,25.0,101.3,Mostly Cloudy
2012-03-30 21:00:00,1.7,-9.0,45,4,25.0,101.32,Cloudy
2012-03-30 22:00:00,0.4,-8.1,53,0,25.0,101.3,Mostly Cloudy
2012-03-30 23:00:00,1.4,-7.7,51,6,25.0,101.34,Mainly Clear
2012-03-31 00:00:00,1.5,-8.6,47,13,25.0,101.33,Mostly Cloudy
2012-03-31 01:00:00,1.3,-9.6,44,13,25.0,101.31,Mostly Cloudy
2012-03-31 02:00:00,1.3,-9.7,44,11,25.0,101.29,Cloudy
2012-03-31 03:00:00,0.7,-8.8,49,13,25.0,101.3,Cloudy
2012-03-31 04:00:00,-0.9,-8.5,56,13,25.0,101.32,Cloudy
2012-03-31 05:00:00,-0.6,-9.2,52,13,25.0,101.3,Cloudy
2012-03-31 06:00:00,-0.5,-9.2,52,15,48.3,101.32,Cloudy
2012-03-31 07:00:00,-0.3,-9.2,51,19,48.3,101.32,Cloudy
2012-03-31 08:00:00,0.7,-8.5,50,17,48.3,101.33,Cloudy
2012-03-31 09:00:00,1.5,-7.8,50,17,48.3,101.34,Mostly Cloudy
2012-03-31 10:00:00,2.9,-8.1,44,15,48.3,101.3,Mainly Clear
2012-03-31 11:00:00,4.6,-9.7,35,7,48.3,101.24,Clear
2012-03-31 12:00:00,6.4,-7.1,37,11,48.3,101.16,Clear
2012-03-31 13:00:00,6.5,-9.7,30,9,48.3,101.08,Clear
2012-03-31 14:00:00,7.7,-8.5,31,4,48.3,101.01,Mainly Clear
2012-03-31 15:00:00,7.7,-8.6,30,6,48.3,100.94,Mainly Clear
2012-03-31 16:00:00,8.4,-7.7,31,4,48.3,100.89,Mainly Clear
2012-03-31 17:00:00,7.9,-8.1,31,6,48.3,100.88,Mainly Clear
2012-03-31 18:00:00,7.0,-8.2,33,7,48.3,100.87,Mainly Clear
2012-03-31 19:00:00,5.9,-8.0,36,4,25.0,100.88,Clear
2012-03-31 20:00:00,4.4,-7.2,43,9,25.0,100.85,Clear
2012-03-31 21:00:00,2.6,-6.3,52,7,25.0,100.86,Clear
2012-03-31 22:00:00,2.7,-6.7,50,0,25.0,100.82,Clear
2012-03-31 23:00:00,1.5,-6.9,54,0,25.0,100.79,Clear
