train_step_loss,epoch,step,val_loss,val_acc,train_loss,train_acc
0.6976028680801392,0,49,,,,
0.6971540451049805,0,99,,,,
0.6668970584869385,0,149,,,,
0.6560385823249817,0,199,,,,
0.7484156489372253,0,249,,,,
0.6745947599411011,0,299,,,,
0.6929031014442444,0,349,,,,
0.7869256734848022,0,399,,,,
0.7017626762390137,0,449,,,,
0.6932483911514282,0,499,,,,
0.682999849319458,0,549,,,,
0.6937906742095947,0,599,,,,
0.677615761756897,0,649,,,,
0.7369503974914551,0,699,,,,
0.6436619758605957,0,749,,,,
0.6877126693725586,0,799,,,,
0.6967490911483765,0,849,,,,
0.6957974433898926,0,899,,,,
0.7669336795806885,0,949,,,,
0.6962333917617798,0,999,,,,
0.6682729721069336,0,1049,,,,
0.703326940536499,0,1099,,,,
0.7164609432220459,0,1149,,,,
0.6751880645751953,0,1199,,,,
0.6863353848457336,0,1249,,,,
0.7195560932159424,0,1299,,,,
0.6787815690040588,0,1349,,,,
0.7047467231750488,0,1399,,,,
0.6795805096626282,0,1449,,,,
0.7349342703819275,0,1499,,,,
0.667802095413208,0,1549,,,,
0.6707092523574829,0,1599,,,,
0.6348536014556885,0,1649,,,,
0.6306456327438354,0,1699,,,,
0.6962355375289917,0,1749,,,,
0.7021141052246094,0,1799,,,,
0.6310603618621826,0,1849,,,,
0.6648940443992615,0,1899,,,,
0.7503575682640076,0,1949,,,,
0.5727212429046631,0,1999,,,,
0.729451060295105,0,2049,,,,
0.7338101863861084,0,2099,,,,
0.6473569869995117,0,2149,,,,
0.7215232253074646,0,2199,,,,
0.7724564671516418,0,2249,,,,
0.5758336782455444,0,2299,,,,
0.7571691274642944,0,2349,,,,
0.6386066675186157,0,2399,,,,
0.8668062090873718,0,2449,,,,
0.5737659931182861,0,2499,,,,
0.6768621206283569,0,2549,,,,
0.8216753005981445,0,2599,,,,
0.7540157437324524,0,2649,,,,
0.6384623050689697,0,2699,,,,
0.679948091506958,0,2749,,,,
0.6283665299415588,0,2799,,,,
0.7224603891372681,0,2849,,,,
0.6239827871322632,0,2899,,,,
0.7549601793289185,0,2949,,,,
0.730199933052063,0,2999,,,,
0.5964477062225342,0,3049,,,,
0.598074197769165,0,3099,,,,
,0,3124,0.5808418989181519,0.6974999904632568,,
,0,3124,,,0.6677276492118835,0.5776000022888184
0.6464637517929077,1,3149,,,,
0.3284873962402344,1,3199,,,,
0.8994864821434021,1,3249,,,,
0.646229088306427,1,3299,,,,
0.4448213279247284,1,3349,,,,
0.4365413784980774,1,3399,,,,
0.47836190462112427,1,3449,,,,
0.26741594076156616,1,3499,,,,
0.5282289385795593,1,3549,,,,
0.7035958170890808,1,3599,,,,
0.6351091861724854,1,3649,,,,
0.5829062461853027,1,3699,,,,
0.28206396102905273,1,3749,,,,
0.2815799117088318,1,3799,,,,
0.503829836845398,1,3849,,,,
0.28057849407196045,1,3899,,,,
0.8124593496322632,1,3949,,,,
0.6195584535598755,1,3999,,,,
0.6906188726425171,1,4049,,,,
0.2777476906776428,1,4099,,,,
0.189976304769516,1,4149,,,,
0.6419872045516968,1,4199,,,,
0.28372061252593994,1,4249,,,,
0.4081727862358093,1,4299,,,,
0.3617771565914154,1,4349,,,,
0.6277264356613159,1,4399,,,,
0.4000469148159027,1,4449,,,,
0.3209541440010071,1,4499,,,,
0.7133164405822754,1,4549,,,,
0.5557291507720947,1,4599,,,,
0.5567699074745178,1,4649,,,,
0.2539917230606079,1,4699,,,,
0.3900940716266632,1,4749,,,,
0.257455050945282,1,4799,,,,
0.5950943231582642,1,4849,,,,
0.3502196967601776,1,4899,,,,
0.16403713822364807,1,4949,,,,
0.3979460895061493,1,4999,,,,
0.17462873458862305,1,5049,,,,
0.28216612339019775,1,5099,,,,
0.3425915241241455,1,5149,,,,
0.30029988288879395,1,5199,,,,
0.9388523101806641,1,5249,,,,
0.5897074937820435,1,5299,,,,
1.180458664894104,1,5349,,,,
0.6387219429016113,1,5399,,,,
0.33404210209846497,1,5449,,,,
0.23539668321609497,1,5499,,,,
0.5298604965209961,1,5549,,,,
0.4346546530723572,1,5599,,,,
0.6100542545318604,1,5649,,,,
0.14571794867515564,1,5699,,,,
0.17849481105804443,1,5749,,,,
0.6133811473846436,1,5799,,,,
0.43229204416275024,1,5849,,,,
0.7657203674316406,1,5899,,,,
0.913361132144928,1,5949,,,,
0.3349897861480713,1,5999,,,,
0.48423415422439575,1,6049,,,,
0.2067973017692566,1,6099,,,,
0.2688713073730469,1,6149,,,,
0.4214979112148285,1,6199,,,,
0.44460204243659973,1,6249,,,,
,1,6249,0.4763186573982239,0.7754166722297668,,
,1,6249,,,0.461838036775589,0.783840000629425
0.04062104970216751,2,6299,,,,
0.1378098577260971,2,6349,,,,
0.2531611919403076,2,6399,,,,
0.08842606842517853,2,6449,,,,
0.037229932844638824,2,6499,,,,
0.05602750927209854,2,6549,,,,
0.16363899409770966,2,6599,,,,
0.31893885135650635,2,6649,,,,
0.1199282705783844,2,6699,,,,
0.4952846169471741,2,6749,,,,
0.050064899027347565,2,6799,,,,
0.06720131635665894,2,6849,,,,
0.03182876855134964,2,6899,,,,
0.0065948390401899815,2,6949,,,,
0.020244678482413292,2,6999,,,,
0.6061186790466309,2,7049,,,,
0.04801437631249428,2,7099,,,,
0.03546309471130371,2,7149,,,,
0.11252455413341522,2,7199,,,,
